id,server,except_server,activityId,activityGroup,activityExclude,,isopen,area,acType,seType,startTimeType,startTime,endTime,appearTime,disappearTime,effectiveTime,levelVis,vipVis,conditionVis,conditionNum,serverLimit,playerLimit,reissue,plate,channelType,channel,integral,,,,,,,,,,
59,"[[1,9999999999]]",,63,,,巅峰之星 - Siêu Sao,1,2,1,1,1,2026/02/09 05/00/00,2026/02/12 05/00/00,2026/02/09 05/00/00,2026/02/12 05/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
3551,"[[1,9999999999]]",,355,,,武魂星盘 - Võ Hồn Tinh Bàn,1,2,140,140,1,2026/02/09 05/00/00,2026/02/12 05/00/00,2026/02/09 05/00/00,2026/02/12 05/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
3552,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/02/09 05/00/00,2026/02/12 05/00/00,2026/02/09 05/00/00,2026/02/12 05/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"[[1,9999999999]]",,44,,,诸侯供奉 - Chư Hầu Cung Phụng,1,2,1,1,1,2026/02/09 05/00/00,2026/02/16 05/00/00,2026/02/09 05/00/00,2026/02/16 05/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
42,"[[1,9999999999]]",,16,,,华容道双倍 - X2 Hoa Dung Đạo,1,2,6,106,1,2026/02/09 05/00/00,2026/02/10 05/00/00,2026/02/09 05/00/00,2026/02/10 05/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/02/10 05/00/00,2026/02/13 05/00/00,2026/02/10 05/00/00,2026/02/13 05/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
682,"[[1,9999999999]]",,215,,,坐骑特惠-望月犀 - Ưu đãi thú cưỡi (Vọng Nguyệt Tê),1,2,111,111,1,2026/02/10 05/00/00,2026/02/13 05/00/00,2026/02/10 05/00/00,2026/02/13 05/00/00,,30,0,,,168,0,1,0,,,,,,,,,,,,,
34,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/02/10 05/00/00,2026/02/11 05/00/00,2026/02/10 05/00/00,2026/02/11 05/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,"[[1,9999999999]]",,134,,,武魂令特惠 - Ưu đãi võ hồn lệnh,1,2,111,111,1,2026/02/11 05/00/00,2026/02/14 05/00/00,2026/02/11 05/00/00,2026/02/14 05/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
46,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/02/11 05/00/00,2026/02/12 05/00/00,2026/02/11 05/00/00,2026/02/12 05/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"[[1,9999999999]]",,27,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/02/12 05/00/00,2026/02/15 05/00/00,2026/02/12 05/00/00,2026/02/15 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
80,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/02/12 05/00/00,2026/02/16 05/00/00,2026/02/12 05/00/00,2026/02/16 05/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"[[1,9999999999]]",,32,,,貂蝉特惠 - Khuyễn Mãi Điêu Thuyền,1,2,111,111,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1604,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1603,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1192,"[[1,9999999999]]",,3505,,,限时神将-诸葛亮 - Thần Tướng Hạn Thời (Gia Cát Lượng),1,1,103,103,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1020,"[[1,9999999999]]",,3506,,,限时神将-弓吕布 - Thần Tướng Hạn Thời (Lữ Bố Cung),1,1,103,103,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1709,"[[1,9999999999]]",,3507,,,限时神将-姜维 - Thần Tướng Hạn Thời (Khương Duy),1,1,103,103,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
4051,"[[1,9999999999]]",,165,,,名将豪礼 - Danh tướng hào lễ,1,2,111,111,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
83,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢）- Cuồng Hoan Cuối Tuần,1,2,1,1,1,2026/02/13 05/00/00,2026/02/16 05/00/00,2026/02/13 05/00/00,2026/02/16 05/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,"[[1,9999999999]]",,306,,,名将特惠 - Ưu đãi danh tướng,1,2,111,111,1,2026/02/14 05/00/00,2026/02/15 05/00/00,2026/02/14 05/00/00,2026/02/15 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
38,"[[1,9999999999]]",,12,,,沙盘演武双倍 - X2 Sa Bàn Diễn Võ,1,2,6,106,1,2026/02/14 05/00/00,2026/02/16 05/00/00,2026/02/14 05/00/00,2026/02/16 05/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,"[[1,9999999999]]",,72,,,每日充值4,1,3,104,104,3,672,840,672,840,,10,0,,,0,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,"[[1,9999999999]]",,169,,,累积充值 - Quà Tích Nạp (Hoàng Trung + Trương Tinh Thái 8 mốc),1,2,9,1,1,2026/02/16 05/00/00,2026/02/23 05/00/00,2026/02/16 05/00/00,2026/02/23 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
365,"[[1,9999999999]]",,170,,,补给特惠 - Ưu đãi bù (Thuỷ Kính),1,2,111,111,1,2026/02/16 05/00/00,2026/02/18 05/00/00,2026/02/16 05/00/00,2026/02/18 05/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
883,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
376,"[[1,9999999999]]",,171,,,每周特卖（蜀国）- Bán đặc biệt hàng tuần (Nước Thục),1,2,111,111,1,2026/02/16 05/00/00,2026/02/23 05/00/00,2026/02/16 05/00/00,2026/02/23 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
375,"[[1,9999999999]]",,63,,,巅峰之星 - Siêu Sao,1,2,1,1,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
377,"[[1,9999999999]]",,52,,,兴复汉室 - Hưng Phục Hán Thất,1,2,1,1,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
378,"[[1,9999999999]]",,56,,,龙纹锦兑换 - Đổi Gấm Long Văn,1,2,2,1,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
3705,"[[1,9999999999]]",,356,,,武魂星盘 - Võ Hồn Tinh Bàn,1,2,140,140,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
333,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
411,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu đãi Thần Thú,1,2,111,111,1,2026/02/16 05/00/00,2026/02/19 05/00/00,2026/02/16 05/00/00,2026/02/19 05/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
379,"[[1,9999999999]]",,45,,,天府献礼 - Thiên Phủ Hiến Lễ,1,2,1,1,1,2026/02/16 05/00/00,2026/02/23 05/00/00,2026/02/16 05/00/00,2026/02/23 05/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
368,"[[1,9999999999]]",,16,,,华容道双倍 - X2 Hoa Dung Đạo,1,2,6,106,1,2026/02/16 05/00/00,2026/02/17 5/00/00,2026/02/16 05/00/00,2026/02/17 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/02/17 5/00/00,2026/02/20 5/00/00,2026/02/17 5/00/00,2026/02/20 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
369,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/02/17 5/00/00,2026/02/18 5/00/00,2026/02/17 5/00/00,2026/02/18 5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
367,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu Đãi Tôi Luyện Thạch,1,2,111,111,1,2026/02/17 5/00/00,2026/02/20 5/00/00,2026/02/17 5/00/00,2026/02/20 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/02/18 5/00/00,2026/02/19 5/00/00,2026/02/18 5/00/00,2026/02/19 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,"[[1,9999999999]]",,187,,,华佗直购 - Mua trực tiếp Hoa Đà,1,2,99,111,1,2026/02/19 5/00/00,2026/02/22 5/00/00,2026/02/19 5/00/00,2026/02/22 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
382,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/02/19 5/00/00,2026/02/22 5/00/00,2026/02/19 5/00/00,2026/02/22 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
374,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/02/19 5/00/00,2026/02/23 05/00/00,2026/02/19 5/00/00,2026/02/23 05/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"[[1,9999999999]]",,258,,,名将特惠 - Ưu đãi danh tướng,1,2,111,111,1,2026/02/20 5/00/00,2026/02/22 5/00/00,2026/02/20 5/00/00,2026/02/22 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
2838,"[[1,9999999999]]",,7601,,,绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,164,164,1,2026/02/20 5/00/00,2026/02/23 5/00/00,2026/02/20 5/00/00,2026/02/23 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1196,"[[1,9999999999]]",,263,,,绝世豪礼 - Hào Lễ Tuyệt Thế,1,2,1,1,1,2026/02/20 5/00/00,2026/02/23 5/00/00,2026/02/20 5/00/00,2026/02/23 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
373,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢）- Cuồng Hoan Cuối Tuần,1,2,1,1,1,2026/02/20 5/00/00,2026/02/23 5/00/00,2026/02/20 5/00/00,2026/02/23 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,"[[1,9999999999]]",,131,,,夺宝转盘 - Vòng Quay Đoạt Bảo,0,2,134,134,1,2026/02/21 5/00/00,2026/02/24 5/00/00,2026/02/21 5/00/00,2026/02/24 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
1092,"[[1,9999999999]]",,186,,,天兵兑换-赵云兵种 - Đổi Thiên Binh - Binh chủng Triệu Vân,0,2,2,1,1,2026/02/21 5/00/00,2026/02/24 5/00/00,2026/02/21 5/00/00,2026/02/24 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
371,"[[1,9999999999]]",,12,,,沙盘演武双倍 - X2 Sa Bàn Diễn Võ,1,2,6,106,1,2026/02/21 5/00/00,2026/02/23 5/00/00,2026/02/21 5/00/00,2026/02/23 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,"[[1,9999999999]]",,251,,,战魂觉醒（小乔） - Thức Tỉnh Chiến Hồn (Tiểu Kiều),1,3,147,145,2,168,999999999,168,999999999,,10,0,,,0,0,2,0,,,,,,,,,,,,,
1288,"[[1,9999999999]]",,267,,,战魂觉醒（文丑） - Thức Tỉnh Chiến Hồn (Văn Xú),1,3,147,145,2,168,999999999,168,999999999,,10,0,,,0,0,2,0,,,,,,,,,,,,,
1370,"[[1,9999999999]]",,278,,,战魂觉醒（马云禄）- Chiến Hồn Giác Tỉnh (Mã Vân Lộc),1,3,147,145,2,168,999999999,168,999999999,,10,0,,,0,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23t2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,"[[1,9999999999]]",,95,,,每日充值6 - Nạp mỗi ngày 6,1,3,104,104,3,840,1008,840,1008,,10,0,,,0,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,"[[1,9999999999]]",,49,,,累积充值（群雄) - Nạp Tích Luỹ (Văn Xú 8 mốc),1,2,9,1,1,2026/02/23 5/00/00,2026/03/02 5/00/00,2026/02/23 5/00/00,2026/03/02 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
433,"[[1,9999999999]]",,139,,,补给特惠 - Ưu đãi bù (Giả Hủ),1,2,111,111,1,2026/02/23 5/00/00,2026/02/25 5/00/00,2026/02/23 5/00/00,2026/02/25 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
907,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/02/23 5/00/00,2026/02/26 5/00/00,2026/02/23 5/00/00,2026/02/26 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
436,"[[1,9999999999]]",,155,,,每周特卖（群雄）- Ưu đãi đặc biệt hàng tuần ( Quần Hùng),1,2,111,111,1,2026/02/23 5/00/00,2026/03/02 5/00/00,2026/02/23 5/00/00,2026/03/02 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
499,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/02/23 5/00/00,2026/02/26 5/00/00,2026/02/23 5/00/00,2026/02/26 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
636,"[[1,9999999999]]",,194,,,武魂星盘-轻骑 - Võ Hồn Tinh Bàn - Kỵ Binh Nhẹ,1,2,140,140,1,2026/02/23 5/00/00,2026/02/26 5/00/00,2026/02/23 5/00/00,2026/02/26 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
438,"[[1,9999999999]]",,44,,,诸侯供奉 - Chư Hầu Cung Phụng,1,2,1,1,1,2026/02/23 5/00/00,2026/03/02 5/00/00,2026/02/23 5/00/00,2026/03/02 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
395,"[[1,9999999999]]",,16,,,华容道双倍 - X2 Hoa Dung Đạo,1,2,6,106,1,2026/02/23 5/00/00,2026/02/24 5/00/00,2026/02/23 5/00/00,2026/02/24 5/00/00,,18,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,"[[1,9999999999]]",,138,,,令牌特惠 - Ưu Đãi Lệnh Bài,1,2,111,111,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
396,"[[1,9999999999]]",,15,,,长坂坡双倍 - X2 Dốc Trường Bản,1,2,6,106,1,2026/02/24 5/00/00,2026/02/25 5/00/00,2026/02/24 5/00/00,2026/02/25 5/00/00,,21,0,,,168,0,2,0,,,,,,,,,,,,,
435,"[[1,9999999999]]",,118,,,淬炼石特惠 - Ưu đãi Đá Tôi Luyện,1,2,111,111,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
713,"[[1,9999999999]]",,216,,,坐骑特惠-白象 - Ưu đãi toạ kỵ (Bạch Tượng),1,2,111,111,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,65,0,,,168,0,1,0,,,,,,,,,,,,,
1631,"[[1,9999999999]]",,3510,,,神将集结 - Thần tướng hạn thời,1,1,153,153,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1632,"[[1,9999999999]]",,3511,,,神将任务 - Nhiệm vụ thần tướng,1,1,103,145,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,0,0,1,0,,,,,,,,,,,,,
885,"[[1,9999999999]]",,3501,,,限时神将-曹操 - Tào Tháo (SSR+),1,1,103,103,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1421,"[[1,9999999999]]",,3508,,,限时神将-凌统 - Lăng Thống (SSR+),1,1,103,103,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1608,"[[1,9999999999]]",,241,,,万能神将令特卖 -  Bán Lệnh Thần Tướng Vạn Năng,1,2,111,111,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
292,"[[1,9999999999]]",,146,,,名将豪礼 - Danh tướng hào lễ (nguỵ),1,2,111,111,1,2026/02/24 5/00/00,2026/02/27 5/00/00,2026/02/24 5/00/00,2026/02/27 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,"[[1,9999999999]]",,43,,,乘胜追击 - Thừa Thắng Truy Kích,1,2,6,106,1,2026/02/25 5/00/00,2026/02/26 5/00/00,2026/02/25 5/00/00,2026/02/26 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,"[[1,9999999999]]",,174,,,至宝特惠 - Ưu đãi chí bảo,1,2,111,111,1,2026/02/26 5/00/00,2026/03/01 5/00/00,2026/02/26 5/00/00,2026/03/01 5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
1162,"[[1,9999999999]]",,252,,,战魂觉醒-黄盖 - Chiến Hồn Giác Tỉnh (Hoàng Cái),1,3,147,145,1,2026/02/26 5/00/00,2099/02/26 5/00/00,2026/02/26 5/00/00,2099/02/26 5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
1164,"[[1,9999999999]]",,260,,,不屈印特卖-黄盖16升18 - Bán đặc biệt Ấn Bất Khuất (Hoàng Cái),1,2,99,111,1,2026/02/26 5/00/00,2026/03/02 5/00/00,2026/02/26 5/00/00,2026/03/02 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
446,"[[1,9999999999]]",,48,,,逐鹿天下 - Tranh Đoạt Thiên Hạ,1,2,1,1,1,2026/02/26 5/00/00,2026/03/02 5/00/00,2026/02/26 5/00/00,2026/03/02 5/00/00,,22,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3393,"[[1,9999999999]]",,7602,,,绝世无双3选1 - Tuyệt Thế Vô Song: Chọn 1 Trong 3,1,1,164,164,1,2026/02/27 5/00/00,2026/03/02 5/00/00,2026/02/27 5/00/00,2026/03/02 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
1736,"[[1,9999999999]]",,315,,,绝世豪礼 - Hào Lễ Tuyệt Thế,0,2,1,1,1,2026/02/27 5/00/00,2026/03/02 5/00/00,2026/02/27 5/00/00,2026/03/02 5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
445,"[[1,9999999999]]",,29,,,登陆有礼（周末狂欢）- Cuồng Hoan Cuối Tuần,1,2,1,1,1,2026/02/27 5/00/00,2026/03/02 5/00/00,2026/02/27 5/00/00,2026/03/02 5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,"[[1,9999999999]]",,131,,,夺宝转盘-周瑜 - Vòng Quay Đoạt Bảo - Chu Du,0,2,134,134,1,2026/02/28 5/00/00,2026/03/03 5/00/00,2026/02/28 5/00/00,2026/03/03 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
1202,"[[1,9999999999]]",,186,,,天兵兑换-周瑜 - Đổi Thiên Binh - Chu Du,0,2,2,1,1,2026/02/28 5/00/00,2026/03/03 5/00/00,2026/02/28 5/00/00,2026/03/03 5/00/00,,31,9,,,168,0,2,0,,,,,,,,,,,,,
447,"[[1,9999999999]]",,12,,,沙盘演武双倍 - X2 Sa Bàn Diễn Võ,1,2,6,106,1,2026/02/28 5/00/00,2026/03/02 5/00/00,2026/02/28 5/00/00,2026/03/02 5/00/00,,26,0,,,168,0,2,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"[[1,9999999999]]",,5015,,,S3赛季基金 - Quỹ Mùa Giải S3,1,1,129,129,1,2026/03/01  5/00/00,2026/04/01  5/00/00,2026/03/01  5/00/00,2026/04/01  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2t3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,"[[1,9999999999]]",,107,,,每日充值9 - Nạp mỗi ngày 9,1,3,104,104,3,1008,1176,1008,1176,,10,0,,,0,0,1,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,"[[1,9999999999]]",,176,,,累积充值-魏国 - Quà Tích Nạp ( Nguỵ Quốc),1,2,9,1,1,2026/03/02  5/00/00,2026/03/09  5/00/00,2026/03/02  5/00/00,2026/03/09  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
913,"[[1,9999999999]]",,230,,,补给特惠-杨修 - Ưu đãi trợ cấp (Dương Tu),1,2,111,111,1,2026/03/02  5/00/00,2026/03/04  5/00/00,2026/03/02  5/00/00,2026/03/04  5/00/00,,20,0,,,168,0,1,0,,,,,,,,,,,,,
917,"[[1,9999999999]]",,228,,,宝物洗练 - Tẩy Luyện Bảo Vật,1,2,111,111,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
918,"[[1,9999999999]]",,231,,,每周特卖（魏国）- Ưu đãi hàng tuần (Nguỵ Quốc),1,2,111,111,1,2026/03/02  5/00/00,2026/03/09  5/00/00,2026/03/02  5/00/00,2026/03/09  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
914,"[[1,9999999999]]",,136,,,巅峰之星-杨修 - Siêu Sao (Dương Tu),1,2,1,1,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,36,0,,,168,0,1,0,,,,,,,,,,,,,
919,"[[1,9999999999]]",,53,,,唯才是举 - Duy Tài Thị Cử,1,2,1,1,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,10,0,,,168,0,1,0,,,,,,,,,,,,,
920,"[[1,9999999999]]",,57,,,铜雀令兑换 - Đổi Lệnh Đồng Tước,1,2,2,1,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,10,0,,,168,0,2,0,,,,,,,,,,,,,
910,"[[1,9999999999]]",,183,,,神兽特惠 - Ưu đãi Thần Thú,1,2,111,111,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,80,0,,,168,0,1,0,,,,,,,,,,,,,
909,"[[1,9999999999]]",,194,,,武魂星盘 - Võ Hồn Tinh Bàn,1,2,140,140,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
908,"[[1,9999999999]]",,156,,,武魂特惠 - Ưu Đãi Võ Hồn,1,2,111,111,1,2026/03/02  5/00/00,2026/03/05  5/00/00,2026/03/02  5/00/00,2026/03/05  5/00/00,,26,0,,,168,0,1,0,,,,,,,,,,,,,
921,"[[1,9999999999]]",,232,,,魏武之赐-杨修 - Ngụy Vũ Chi Tứ - Dương Tu,1,2,1,1,1,2026/03/02  5/00/00,2026/03/09  5/00/00,2026/03/02  5/00/00,2026/03/09  5/00/00,,6,0,,,168,0,1,0,,,,,,,,,,,,,
